event_id,session_id,event_type,event_timestamp
E000000202,S00000164,pdp_view,16-07-2023 08:35
E000000203,S00000164,add_to_cart,16-07-2023 08:38
E000000204,S00000166,pdp_view,16-01-2024 05:34
E000000205,S00000167,pdp_view,28-03-2023 20:16
E000000206,S00000168,pdp_view,26-02-2023 00:00
E000000207,S00000169,pdp_view,20-01-2023 21:36
E000000208,S00000170,pdp_view,28-05-2023 16:39
E000000209,S00000172,pdp_view,04-04-2023 09:09
E000000210,S00000173,pdp_view,29-09-2023 19:24
E000000211,S00000175,pdp_view,14-02-2024 13:55
E000000212,S00000175,add_to_cart,14-02-2024 13:55
E000000213,S00000176,pdp_view,21-04-2024 07:06
E000000214,S00000177,pdp_view,02-06-2024 21:28
E000000215,S00000178,pdp_view,27-05-2023 23:08
E000000216,S00000178,add_to_cart,27-05-2023 23:09
E000000217,S00000180,pdp_view,15-12-2023 05:30
E000000218,S00000181,pdp_view,25-04-2024 03:53
E000000219,S00000182,pdp_view,19-01-2024 08:29
E000000220,S00000183,pdp_view,25-06-2023 10:25
E000000221,S00000185,pdp_view,30-04-2024 00:10
E000000222,S00000185,add_to_cart,30-04-2024 00:15
E000000223,S00000185,checkout_start,30-04-2024 00:16
E000000224,S00000186,pdp_view,27-01-2024 22:55
E000000225,S00000189,pdp_view,29-01-2024 19:05
E000000226,S00000194,pdp_view,29-06-2023 06:23
E000000227,S00000195,pdp_view,21-11-2023 01:18
E000000228,S00000195,add_to_cart,21-11-2023 01:20
E000000229,S00000195,checkout_start,21-11-2023 01:21
E000000230,S00000197,pdp_view,03-02-2024 19:53
E000000231,S00000198,pdp_view,28-01-2024 02:23
E000000232,S00000198,add_to_cart,28-01-2024 02:25
E000000233,S00000199,pdp_view,19-02-2023 21:07
E000000234,S00000201,pdp_view,20-01-2023 01:10
E000000235,S00000204,pdp_view,28-04-2023 04:34
E000000236,S00000205,pdp_view,02-01-2024 11:46
E000000237,S00000207,pdp_view,25-02-2023 07:22
E000000238,S00000207,add_to_cart,25-02-2023 07:23
E000000239,S00000208,pdp_view,20-06-2024 13:55
E000000240,S00000210,pdp_view,04-04-2024 03:48
E000000241,S00000211,pdp_view,14-07-2023 05:46
E000000242,S00000212,pdp_view,04-02-2023 00:06
E000000243,S00000212,add_to_cart,04-02-2023 00:11
E000000244,S00000212,checkout_start,04-02-2023 00:13
E000000245,S00000212,payment_initiated,04-02-2023 00:17
E000000246,S00000213,pdp_view,12-12-2023 14:11
E000000247,S00000214,pdp_view,23-09-2023 04:06
E000000248,S00000215,pdp_view,08-09-2023 00:21
E000000249,S00000215,add_to_cart,08-09-2023 00:24
E000000250,S00000215,checkout_start,08-09-2023 00:25
E000000251,S00000215,payment_initiated,08-09-2023 00:29
E000000252,S00000215,order_placed,08-09-2023 00:29
E000000253,S00000216,pdp_view,20-06-2023 06:29
E000000254,S00000217,pdp_view,05-02-2023 11:50
E000000255,S00000218,pdp_view,27-11-2023 19:23
E000000256,S00000219,pdp_view,13-06-2024 00:02
E000000257,S00000220,pdp_view,18-10-2023 22:18
E000000258,S00000220,add_to_cart,18-10-2023 22:19
E000000259,S00000221,pdp_view,07-02-2023 04:14
E000000260,S00000223,pdp_view,08-08-2023 15:53
E000000261,S00000224,pdp_view,19-03-2024 11:24
E000000262,S00000226,pdp_view,18-10-2023 12:38
E000000263,S00000228,pdp_view,10-05-2023 23:14
E000000264,S00000228,add_to_cart,10-05-2023 23:17
E000000265,S00000229,pdp_view,04-09-2023 00:10
E000000266,S00000231,pdp_view,22-01-2024 11:31
E000000267,S00000231,add_to_cart,22-01-2024 11:33
E000000268,S00000234,pdp_view,08-05-2023 05:50
E000000269,S00000235,pdp_view,17-12-2023 16:40
E000000270,S00000236,pdp_view,06-04-2024 14:44
E000000271,S00000236,add_to_cart,06-04-2024 14:47
E000000272,S00000239,pdp_view,10-06-2023 16:04
E000000273,S00000240,pdp_view,24-05-2024 22:33
E000000274,S00000240,add_to_cart,24-05-2024 22:35
E000000275,S00000240,checkout_start,24-05-2024 22:38
E000000276,S00000240,payment_initiated,24-05-2024 22:39
E000000277,S00000240,order_placed,24-05-2024 22:39
E000000278,S00000241,pdp_view,27-02-2024 03:10
E000000279,S00000242,pdp_view,28-03-2024 22:49
E000000280,S00000243,pdp_view,27-04-2024 01:08
E000000281,S00000244,pdp_view,29-04-2024 16:49
E000000282,S00000245,pdp_view,28-11-2023 12:33
E000000283,S00000246,pdp_view,23-08-2023 18:55
E000000284,S00000247,pdp_view,28-05-2024 02:24
E000000285,S00000248,pdp_view,26-04-2024 08:19
E000000286,S00000251,pdp_view,15-12-2023 20:45
E000000287,S00000252,pdp_view,15-02-2023 04:03
E000000288,S00000255,pdp_view,01-05-2024 13:46
E000000289,S00000255,add_to_cart,01-05-2024 13:49
E000000290,S00000256,pdp_view,19-09-2023 00:34
E000000291,S00000257,pdp_view,05-12-2023 22:41
E000000292,S00000258,pdp_view,17-03-2024 04:14
E000000293,S00000258,add_to_cart,17-03-2024 04:18
E000000294,S00000259,pdp_view,12-09-2023 13:06
E000000295,S00000259,add_to_cart,12-09-2023 13:10
E000000296,S00000262,pdp_view,13-03-2024 10:19
E000000297,S00000262,add_to_cart,13-03-2024 10:23
E000000298,S00000262,checkout_start,13-03-2024 10:24
E000000299,S00000262,payment_initiated,13-03-2024 10:27
E000000300,S00000262,order_placed,13-03-2024 10:28
E000000301,S00000263,pdp_view,17-01-2023 02:38
E000000302,S00000266,pdp_view,19-03-2023 00:24
E000000303,S00000266,add_to_cart,19-03-2023 00:28
E000000304,S00000267,pdp_view,05-02-2024 16:56
E000000305,S00000267,add_to_cart,05-02-2024 16:58
E000000306,S00000270,pdp_view,25-07-2023 21:43
E000000307,S00000272,pdp_view,20-02-2024 06:02
E000000308,S00000272,add_to_cart,20-02-2024 06:03
E000000309,S00000272,checkout_start,20-02-2024 06:03
E000000310,S00000272,payment_initiated,20-02-2024 06:04
E000000311,S00000272,order_placed,20-02-2024 06:04
E000000312,S00000273,pdp_view,16-07-2023 05:57
E000000313,S00000273,add_to_cart,16-07-2023 05:58
E000000314,S00000273,checkout_start,16-07-2023 05:59
E000000315,S00000274,pdp_view,22-02-2023 09:29
E000000316,S00000275,pdp_view,28-02-2023 18:18
E000000317,S00000277,pdp_view,07-08-2023 09:34
E000000318,S00000277,add_to_cart,07-08-2023 09:38
E000000319,S00000277,checkout_start,07-08-2023 09:40
E000000320,S00000278,pdp_view,17-11-2023 02:51
E000000321,S00000278,add_to_cart,17-11-2023 02:55
E000000322,S00000279,pdp_view,05-06-2023 08:01
E000000323,S00000279,add_to_cart,05-06-2023 08:03
E000000324,S00000280,pdp_view,03-09-2023 10:03
E000000325,S00000281,pdp_view,19-12-2023 14:10
E000000326,S00000282,pdp_view,07-10-2023 09:11
E000000327,S00000283,pdp_view,11-03-2023 01:16
E000000328,S00000283,add_to_cart,11-03-2023 01:17
E000000329,S00000286,pdp_view,23-03-2023 20:38
E000000330,S00000286,add_to_cart,23-03-2023 20:41
E000000331,S00000287,pdp_view,27-04-2024 15:27
E000000332,S00000287,add_to_cart,27-04-2024 15:30
E000000333,S00000287,checkout_start,27-04-2024 15:32
E000000334,S00000289,pdp_view,21-03-2023 08:35
E000000335,S00000290,pdp_view,10-02-2024 02:52
E000000336,S00000291,pdp_view,11-04-2023 00:52
E000000337,S00000292,pdp_view,19-01-2023 14:42
E000000338,S00000292,add_to_cart,19-01-2023 14:47
E000000339,S00000292,checkout_start,19-01-2023 14:48
E000000340,S00000292,payment_initiated,19-01-2023 14:51
E000000341,S00000293,pdp_view,28-02-2023 06:27
E000000342,S00000293,add_to_cart,28-02-2023 06:29
E000000343,S00000296,pdp_view,03-11-2023 15:05
E000000344,S00000299,pdp_view,06-06-2024 08:41
E000000345,S00000301,pdp_view,23-02-2024 09:12
E000000346,S00000301,add_to_cart,23-02-2024 09:16
E000000347,S00000301,checkout_start,23-02-2024 09:19
E000000348,S00000303,pdp_view,08-02-2024 21:39
E000000349,S00000303,add_to_cart,08-02-2024 21:43
E000000350,S00000304,pdp_view,23-03-2024 15:44
E000000351,S00000306,pdp_view,15-09-2023 05:26
E000000352,S00000308,pdp_view,21-03-2023 03:50
E000000353,S00000310,pdp_view,07-04-2023 17:48
E000000354,S00000311,pdp_view,14-01-2024 10:51
E000000355,S00000311,add_to_cart,14-01-2024 10:54
E000000356,S00000311,checkout_start,14-01-2024 10:57
E000000357,S00000313,pdp_view,27-11-2023 00:34
E000000358,S00000315,pdp_view,05-11-2023 08:11
E000000359,S00000316,pdp_view,13-05-2023 02:34
E000000360,S00000317,pdp_view,25-03-2023 23:47
E000000361,S00000318,pdp_view,01-02-2024 21:23
E000000362,S00000319,pdp_view,30-05-2023 23:07
E000000363,S00000320,pdp_view,06-06-2023 19:34
E000000364,S00000320,add_to_cart,06-06-2023 19:36
E000000365,S00000320,checkout_start,06-06-2023 19:39
E000000366,S00000320,payment_initiated,06-06-2023 19:43
E000000367,S00000320,order_placed,06-06-2023 19:43
E000000368,S00000322,pdp_view,23-05-2023 08:41
E000000369,S00000323,pdp_view,16-06-2024 22:48
E000000370,S00000323,add_to_cart,16-06-2024 22:51
E000000371,S00000323,checkout_start,16-06-2024 22:52
E000000372,S00000323,payment_initiated,16-06-2024 22:54
E000000373,S00000323,order_placed,16-06-2024 22:55
E000000374,S00000324,pdp_view,22-02-2024 21:59
E000000375,S00000324,add_to_cart,22-02-2024 22:04
E000000376,S00000324,checkout_start,22-02-2024 22:05
E000000377,S00000324,payment_initiated,22-02-2024 22:07
E000000378,S00000326,pdp_view,20-11-2023 23:12
E000000379,S00000326,add_to_cart,20-11-2023 23:14
E000000380,S00000327,pdp_view,01-05-2024 05:44
E000000381,S00000329,pdp_view,19-06-2023 03:20
E000000382,S00000331,pdp_view,06-11-2023 02:23
E000000383,S00000332,pdp_view,05-03-2023 10:50
E000000384,S00000332,add_to_cart,05-03-2023 10:52
E000000385,S00000333,pdp_view,26-11-2023 06:09
E000000386,S00000335,pdp_view,17-05-2024 20:54
E000000387,S00000335,add_to_cart,17-05-2024 20:59
E000000388,S00000336,pdp_view,20-07-2023 02:19
E000000389,S00000336,add_to_cart,20-07-2023 02:23
E000000390,S00000337,pdp_view,25-07-2023 20:02
E000000391,S00000338,pdp_view,10-07-2023 13:02
E000000392,S00000338,add_to_cart,10-07-2023 13:06
E000000393,S00000342,pdp_view,13-08-2023 09:45
E000000394,S00000342,add_to_cart,13-08-2023 09:49
E000000395,S00000342,checkout_start,13-08-2023 09:50
E000000396,S00000343,pdp_view,07-05-2023 01:03
E000000397,S00000343,add_to_cart,07-05-2023 01:07
E000000398,S00000346,pdp_view,23-06-2024 04:09
E000000399,S00000347,pdp_view,15-07-2023 10:38
E000000400,S00000347,add_to_cart,15-07-2023 10:41
E000000401,S00000348,pdp_view,03-03-2023 19:48
E000000402,S00000350,pdp_view,14-01-2024 08:58
E000000403,S00000351,pdp_view,04-03-2023 02:48
E000000404,S00000352,pdp_view,30-06-2023 22:01
E000000405,S00000353,pdp_view,12-11-2023 12:21
E000000406,S00000354,pdp_view,14-03-2023 05:36
E000000407,S00000354,add_to_cart,14-03-2023 05:37
E000000408,S00000355,pdp_view,14-07-2023 00:17
E000000409,S00000356,pdp_view,21-10-2023 02:01
E000000410,S00000358,pdp_view,01-07-2023 19:24
E000000411,S00000359,pdp_view,23-04-2023 09:24
E000000412,S00000360,pdp_view,03-05-2024 01:31
E000000413,S00000363,pdp_view,20-01-2024 21:14
E000000414,S00000363,add_to_cart,20-01-2024 21:16
E000000415,S00000364,pdp_view,30-11-2023 03:07
E000000416,S00000365,pdp_view,06-08-2023 19:58
E000000417,S00000368,pdp_view,26-06-2024 14:57
E000000418,S00000368,add_to_cart,26-06-2024 15:00
E000000419,S00000369,pdp_view,10-07-2023 20:40
E000000420,S00000372,pdp_view,02-06-2023 05:57
E000000421,S00000375,pdp_view,22-07-2023 15:36
E000000422,S00000376,pdp_view,11-03-2024 05:48
E000000423,S00000377,pdp_view,30-05-2024 08:36
E000000424,S00000378,pdp_view,24-07-2023 04:16
E000000425,S00000379,pdp_view,08-03-2023 00:52
E000000426,S00000383,pdp_view,29-03-2023 04:59
E000000427,S00000385,pdp_view,19-04-2023 02:21
E000000428,S00000386,pdp_view,29-06-2024 02:23
E000000429,S00000387,pdp_view,03-02-2023 12:30
E000000430,S00000388,pdp_view,08-06-2023 08:55
E000000431,S00000389,pdp_view,13-03-2024 21:32
E000000432,S00000391,pdp_view,30-11-2023 17:10
E000000433,S00000394,pdp_view,05-09-2023 03:29
E000000434,S00000395,pdp_view,02-03-2024 06:09
E000000435,S00000398,pdp_view,04-01-2023 19:04
E000000436,S00000398,add_to_cart,04-01-2023 19:05
E000000437,S00000398,checkout_start,04-01-2023 19:08
E000000438,S00000398,payment_initiated,04-01-2023 19:10
E000000439,S00000398,order_placed,04-01-2023 19:10
E000000440,S00000400,pdp_view,09-05-2024 18:48
E000000441,S00000401,pdp_view,28-09-2023 06:32
E000000442,S00000401,add_to_cart,28-09-2023 06:33
E000000443,S00000402,pdp_view,10-05-2024 10:03
E000000444,S00000403,pdp_view,21-05-2024 01:53
E000000445,S00000404,pdp_view,26-01-2024 20:57
E000000446,S00000404,add_to_cart,26-01-2024 21:00
E000000447,S00000405,pdp_view,27-12-2023 17:34
E000000448,S00000405,add_to_cart,27-12-2023 17:38
E000000449,S00000405,checkout_start,27-12-2023 17:39
E000000450,S00000405,payment_initiated,27-12-2023 17:43
E000000451,S00000405,order_placed,27-12-2023 17:44
E000000452,S00000407,pdp_view,20-10-2023 11:12
E000000453,S00000409,pdp_view,21-08-2023 15:15
E000000454,S00000409,add_to_cart,21-08-2023 15:16
E000000455,S00000412,pdp_view,07-12-2023 14:20
E000000456,S00000413,pdp_view,27-03-2023 22:44
E000000457,S00000414,pdp_view,15-11-2023 02:17
E000000458,S00000415,pdp_view,22-04-2023 15:44
E000000459,S00000417,pdp_view,27-07-2023 17:50
E000000460,S00000417,add_to_cart,27-07-2023 17:51
E000000461,S00000417,checkout_start,27-07-2023 17:54
E000000462,S00000417,payment_initiated,27-07-2023 17:55
E000000463,S00000417,order_placed,27-07-2023 17:55
E000000464,S00000418,pdp_view,02-01-2024 01:03
E000000465,S00000418,add_to_cart,02-01-2024 01:04
E000000466,S00000418,checkout_start,02-01-2024 01:06
E000000467,S00000418,payment_initiated,02-01-2024 01:08
E000000468,S00000418,order_placed,02-01-2024 01:09
E000000469,S00000420,pdp_view,21-09-2023 05:05
E000000470,S00000420,add_to_cart,21-09-2023 05:09
E000000471,S00000420,checkout_start,21-09-2023 05:11
E000000472,S00000423,pdp_view,23-04-2023 20:42
E000000473,S00000424,pdp_view,25-03-2023 10:44
E000000474,S00000425,pdp_view,19-07-2023 15:05
E000000475,S00000426,pdp_view,10-11-2023 19:00
E000000476,S00000427,pdp_view,10-12-2023 09:08
E000000477,S00000427,add_to_cart,10-12-2023 09:09
E000000478,S00000427,checkout_start,10-12-2023 09:10
E000000479,S00000428,pdp_view,24-08-2023 02:57
E000000480,S00000429,pdp_view,23-01-2024 09:01
E000000481,S00000431,pdp_view,04-08-2023 21:21
E000000482,S00000431,add_to_cart,04-08-2023 21:23
E000000483,S00000432,pdp_view,27-11-2023 23:18
E000000484,S00000432,add_to_cart,27-11-2023 23:22
E000000485,S00000433,pdp_view,02-06-2024 05:14
E000000486,S00000433,add_to_cart,02-06-2024 05:16
E000000487,S00000435,pdp_view,28-11-2023 20:06
E000000488,S00000436,pdp_view,17-11-2023 18:27
E000000489,S00000438,pdp_view,07-08-2023 14:59
E000000490,S00000439,pdp_view,18-03-2024 22:39
E000000491,S00000440,pdp_view,16-02-2024 02:57
E000000492,S00000440,add_to_cart,16-02-2024 02:58
E000000493,S00000440,checkout_start,16-02-2024 03:00
E000000494,S00000440,payment_initiated,16-02-2024 03:01
E000000495,S00000440,order_placed,16-02-2024 03:02
E000000496,S00000441,pdp_view,18-11-2023 20:34
E000000497,S00000443,pdp_view,07-09-2023 02:44
E000000498,S00000444,pdp_view,03-06-2023 01:45
E000000499,S00000445,pdp_view,18-05-2024 08:20
E000000500,S00000447,pdp_view,02-02-2024 11:07
E000000501,S00000448,pdp_view,03-01-2024 10:56
E000000502,S00000449,pdp_view,24-05-2023 13:23
E000000503,S00000450,pdp_view,19-02-2023 12:37
E000000504,S00000450,add_to_cart,19-02-2023 12:41
E000000505,S00000451,pdp_view,21-05-2024 05:29
E000000506,S00000452,pdp_view,11-11-2023 16:31
E000000507,S00000452,add_to_cart,11-11-2023 16:35
E000000508,S00000453,pdp_view,13-01-2023 10:50
E000000509,S00000453,add_to_cart,13-01-2023 10:53
E000000510,S00000454,pdp_view,12-07-2023 19:15
E000000511,S00000455,pdp_view,09-05-2023 14:57
E000000512,S00000456,pdp_view,10-01-2023 00:08
E000000513,S00000457,pdp_view,08-09-2023 23:04
